일자,종목명,기사요약,근거,대표단어,label,종가,거래량,등락률,KOSPI200,KOSPI200_등락률,환율,환율변동률,유가,유가변동률,S&P500,S&P500_등락률
2020.09.01,현대차,현대자동차는 전용 전기차 브랜드 아이오닉(IONIQ) 론칭 캠페인에 이어 방탄소년단과 함께한 아이오닉 브랜드 음원을 선보인다고 31일 밝혔다.,기술 공개,"아이오닉, 론칭, 캠페인, 방탄소년단, 음원",1,180000,2704194,1.98%,309.81,0.87%,"1,187.94",0.63%,26.87,1.13%,"3,500.31",-0.22%
2020.09.01,현대차,"현대자동차가 그룹 방탄소년단(BTS)과 함께한 전용 전기차 브랜드 아이오닉(IONIQ) 음원 ‘아이오닉, 아임온잇(IONIQ: I'm on it)’을 선보인다고 31일 밝혔다.",기술 공개,아이오닉,1,180000,2704194,1.98%,309.81,0.87%,"1,187.94",0.63%,26.87,1.13%,"3,500.31",-0.22%
2020.09.01,현대차,현대자동차가 다음달 3일(이하 현지시간)부터 5일까지 독일 베를린에서 열리는 유럽 최대 가전 전시회인 국제가전박람회(IFA)2020에 참가해 수소전기자 등 미래차 전략에 대해 발표한다.,기술 공개,"미래차 전략, 발표",1,180000,2704194,1.98%,309.81,0.87%,"1,187.94",0.63%,26.87,1.13%,"3,500.31",-0.22%
2020.09.02,삼성sdi,삼성SDI는 같은 기간 점유율이 3.5%(2.2GWh)에서 6.4%(3.4GWh)로 확대,배터리 시장 점유율 상승,"점유율, 확대",1,452000,285532,-0.55%,311.5,0.55%,"1,185.45",-0.21%,26.29,-2.16%,"3,526.65",0.75%
2020.09.02,삼성sdi,삼성SDI의 내년 영업이익이 1조원을 넘어설 것이라는 전망이 나왔다.,실적 호재,"영업이익, 넘어설 것, 전망",1,452000,285532,-0.55%,311.5,0.55%,"1,185.45",-0.21%,26.29,-2.16%,"3,526.65",0.75%
2020.09.02,삼성sdi,"삼성SDI, 올해 4분기 전기차배터리 흑자 전망",실적 호재,"전기차배터리, 흑자 전망",1,452000,285532,-0.55%,311.5,0.55%,"1,185.45",-0.21%,26.29,-2.16%,"3,526.65",0.75%
2020.09.02,삼성sdi,유럽을 중심으로 전기차 판매량이 급증하고 있다.,산업 성장 기대,"유럽, 전기차 판매량, 급증",1,452000,285532,-0.55%,311.5,0.55%,"1,185.45",-0.21%,26.29,-2.16%,"3,526.65",0.75%
2020.09.02,삼성sdi,글로벌 전기차 배터리 시장이 4개월 만에 반등했다.,산업 성장 기대,"배터리 시장, 반등",1,452000,285532,-0.55%,311.5,0.55%,"1,185.45",-0.21%,26.29,-2.16%,"3,526.65",0.75%
2020.09.02,삼성sdi,유럽연합(EU)이 헝가리 정부가 신청했던 삼성SDI의 현지 배터리 공장 증설에 대해 지원금 1500억원 승인을 10개월째 보류하고 있다.,정부 정책 악재,"공장 증설, 보류",0,452000,285532,-0.55%,311.5,0.55%,"1,185.45",-0.21%,26.29,-2.16%,"3,526.65",0.75%
2020.09.02,삼성sdi,유럽 연합 (EU)은 삼성 SDI의 현지 배터리 공장을 확대 할 수있는 150 억 달러의 승인을 보유하고 있으며 헝가리 정부는 10 개월 동안 신청했습니다.,정부 정책 악재,"공장 증설, 보류",0,452000,285532,-0.55%,311.5,0.55%,"1,185.45",-0.21%,26.29,-2.16%,"3,526.65",0.75%
2020.09.02,현대차,"현대·기아자동차가 코로나19 팬데믹(세계적 대유행)으로 발생한 유럽 자동차 시장 거래 침체에도 불구하고 우수한 디자인, 뛰어난 주행 성능, 다양한 편의사양, 합리적 가격 등을 앞세워 판매 증가세를 기록하면서 유럽차 브랜드들을 위협하고 있다는 분석이 나왔다.",시장 점유율 상승,"주행 성능, 편의사양, 합리적 가격, 판매 증가세",1,176000,2825239,-2.22%,311.5,0.55%,"1,185.45",-0.21%,26.29,-2.16%,"3,526.65",0.75%
2020.09.02,현대차,"독일 유명 자동차 매체 아우토 모토 운트 슈포트(Auto Motor und Sport)는 ""현대기아차가 유럽에서 대중 브랜드는 물론 프리미엄 브랜드까지 현지 완성차업체들을 위협하고 있다""며 현대기아차의 성공요인 10가지를 소개했다.",시장 점유율 상승,"유럽, 현대기아차, 성공요인",1,176000,2825239,-2.22%,311.5,0.55%,"1,185.45",-0.21%,26.29,-2.16%,"3,526.65",0.75%
2020.09.03,SK이노베이션,업계에서는 2차전지 산업은 한국판 뉴딜 정책 수혜를 상당히 입을 것으로 기대하고 있다.,정부 정책 호재,"뉴딜 정책, 수혜, 기대, 2차전지",1,151000,730604,2.03%,316.43,1.58%,"1,189.13",0.31%,25.95,-1.29%,"3,580.84",1.54%
2020.09.04,SK이노베이션,"정부의 '한국판 뉴딜 펀드' 밑그림에 2차전지주가 웃었다. 신설되는 정책형 뉴딜펀드와 다음 달 발표될 2차전지 시장지수, 뉴딜 공모펀드로 인한 자금 유입까지 고려하면 수혜를 입을 것이라는 기대감에서다.",실적 호재,"한국판 뉴딜 펀드, 자금 유입, 기대감",1,154000,1602264,1.99%,312.03,-1.39%,"1,191.48",0.20%,25.22,-2.81%,"3,455.06",-3.51%
2020.09.04,삼성sdi,정부의 첫 한국판뉴딜 전략회의를 앞두고 정책 수혜가 기대되는 2차전지주가 강세를 보인다.,산업 성장 기대,"한국판 뉴딜, 정책 수혜, 2차전지주, 강세",1,439000,428480,-2.98%,312.03,-1.39%,"1,191.48",0.20%,25.22,-2.81%,"3,455.06",-3.51%
2020.09.04,현대차,"정부가 5년간 200조원에 가까운 자금을 수소충전소, 수소·전기차 개발 프로젝트와 친환경 등에 투자할 예정이다.",정부 정책 호재,"정부, 전기차 개발 프로젝트, 친환경, 투자, 예정",1,172500,2886867,-2.27%,312.03,-1.39%,"1,191.48",0.20%,25.22,-2.81%,"3,455.06",-3.51%
2020.09.04,현대차,현대자동차가 독일 베를린에서 열린 세계 3대 정보기술(IT)·가전 전시회 '국제가전박람회(IFA)'에 처음으로 참가해 전기차(EV) 전용 브랜드 '아이오닉(IONIQ)' 등 친환경차 청사진을 제시하며 주목받았다.,기술 공개,"청사진, 아이오닉, 주목",1,172500,2886867,-2.27%,312.03,-1.39%,"1,191.48",0.20%,25.22,-2.81%,"3,455.06",-3.51%
2020.09.07,LG 화학,"테슬라의 급락으로 인해 LG화학과 삼성SDI 등 국내 배터리 주요 업체의 주가도 3%가량 빠졌고 삼성바이오로직스는 0.8%, 엔씨소프트는 2.6% 하락했다.",협력사 악재,"테슬라, 급락, 하락",0,720000,635302,-3.10%,313.67,0.53%,"1,187.30",-0.35%,25.52,1.79%,"3,426.96",-0.81%
2020.09.07,LG 화학,"테슬라의 선명도로 인해 LG 화학 SDI와 같은 LG 화학 및 삼성 SDI는 한국의 주요 기업의 3 %가 하락했으며 삼성 바이오 로그인은 0.8 %, 2.6 %의 NCSOFT로 하락했다.",협력사 악재,"테슬라, 급락, 하락",0,720000,635302,-3.10%,313.67,0.53%,"1,187.30",-0.35%,25.52,1.79%,"3,426.96",-0.81%
2020.09.07,삼성sdi,헝가리에 2차 전지 핵심 소재인 전해액 생산 공장과 NMP(N-Methyl Pyrrolidone) 정제 공장을 신설할 계획을 설명했다.,협력사 호재,"공장, 신설, 계획",1,430000,325832,-2.05%,313.67,0.53%,"1,187.30",-0.35%,25.52,1.79%,"3,426.96",-0.81%
2020.09.07,삼성sdi,동화기업 계열사인 동화일렉트로라이트가 지난 3일(현지시간) 헝가리 외교통상부가 부다페스트에서 주최한 투자 발표회에 단독 초청되어 2차 전지 핵심 소재인 전해액 생산 공장과 NMP(N-Methyl Pyrrolidone) 정제 공장을 헝가리에 신설한다고 밝혔다.,협력사 호재,"동화기업, 전해액, 공장, 신설",1,430000,325832,-2.05%,313.67,0.53%,"1,187.30",-0.35%,25.52,1.79%,"3,426.96",-0.81%
2020.09.07,삼성sdi,"용량·출력 더 뛰어나 삼성SDI, NCA 배터리로 차별화",기술 호재,"NCA 배터리, 차별화",1,430000,325832,-2.05%,313.67,0.53%,"1,187.30",-0.35%,25.52,1.79%,"3,426.96",-0.81%
2020.09.07,삼성sdi,"신설되는 정책형 뉴딜펀드와 다음 달 발표될 2차전지 시장지수, 뉴딜 공모펀드로 인한 자금 유입까지 고려하면 수혜를 입을 것이라는 기대감에서다.",전문가 추천,"기대감, 자금 유입",1,430000,325832,-2.05%,313.67,0.53%,"1,187.30",-0.35%,25.52,1.79%,"3,426.96",-0.81%
2020.09.07,삼성sdi,삼성SDI 등 2차 전지 제조사 인근에 전해액 공장 설립 예정,협력사 호재,"전해액, 공장, 설립, 예정",1,430000,325832,-2.05%,313.67,0.53%,"1,187.30",-0.35%,25.52,1.79%,"3,426.96",-0.81%
2020.09.07,삼성sdi,K배터리' 글로벌 점유율 2배이상 늘었다,배터리 시장 점유율 상승,"K배터리, 점유율, 늘었다",1,430000,325832,-2.05%,313.67,0.53%,"1,187.30",-0.35%,25.52,1.79%,"3,426.96",-0.81%
2020.09.07,현대차,알버트 비어만(Albert Biermann) 현대자동차 연구개발본부 사장이 “배출가스 제로 모빌리티 생태계를 만들겠다”고 말했다.,기술 공개,"배출가스 제로 모빌리티, 생태계, 만들겠다",1,170000,1516649,-1.45%,313.67,0.53%,"1,187.30",-0.35%,25.52,1.79%,"3,426.96",-0.81%
2020.09.08,LG 화학,"GM의 전기차(EV) 전략에서 LG화학을 비롯한 한국 부품 파트너사들은 중요한 역할을 맡을 것으로 기대됩니다.""",실적 호재,"부품, 파트너사, 역할, 기대",1,709000,811834,-1.53%,317.38,1.18%,"1,187.27",0.00%,24.07,-5.68%,"3,426.96",-0.81%
2020.09.08,LG 화학,"GM의 EV 전략에서 LG화학을 비롯한 한국 부품 파트너사가 중요한 역할을 맡을 것으로 기대됩니다.""",실적 호재,"ev전략, 부품, 파트너사, 역할, 기대",1,709000,811834,-1.53%,317.38,1.18%,"1,187.27",0.00%,24.07,-5.68%,"3,426.96",-0.81%
2020.09.08,SK이노베이션,현대·기아자동차와 SK이노베이션이 전기차 배터리(2차전지) 산업 생태계 발전을 위해 협력을 강화한다.,협력사 협업,"생태계 발전, 협력, 강화",1,148000,640550,-1.00%,317.38,1.18%,"1,187.27",0.00%,24.07,-5.68%,"3,426.96",-0.81%
2020.09.08,SK이노베이션,현대차와 기아차가 전기차 배터리 산업 생태계 발전을 위해 SK이노베이션과 협력한다.,협력사 협업,"현대차, 기아차, 발전, 협력",1,148000,640550,-1.00%,317.38,1.18%,"1,187.27",0.00%,24.07,-5.68%,"3,426.96",-0.81%
2020.09.08,SK이노베이션,"SK이노베이션이 헝가리 3공장 추진설에 대해 ""결정된 바가 없다""고 밝혔다.",호재 관련 소문 일축,"공장, 추진설, 결정, 없다",0,148000,640550,-1.00%,317.38,1.18%,"1,187.27",0.00%,24.07,-5.68%,"3,426.96",-0.81%
2020.09.08,SK이노베이션,"SK 혁신은 헝가리의 3 공장 홍보에 대해서는 ""결정이 없다""고 말했다.",호재 관련 소문 일축,"공장, 추진설, 결정, 없다",0,148000,640550,-1.00%,317.38,1.18%,"1,187.27",0.00%,24.07,-5.68%,"3,426.96",-0.81%
2020.09.09,SK이노베이션,현대·기아자동차와 SK이노베이션이 전기차 배터리 분야의 산업 생태계 발전을 위해 협력하기로 했다고 8일 발표했다.,협력사 협업,"생태계 발전, 협력, 강화",1,146000,902582,-1.35%,313.77,-1.14%,"1,190.10",0.24%,24.91,3.49%,"3,331.84",-2.78%
2020.09.09,SK이노베이션,결론을 예단할 수 없으나 만일 ITC에서 SK이노베이션에 불리한 결정이 나온다면 SK이노베이션은 배터리 셀 등 관련 부품 소재의 미국 내 수입이 금지된다. 즉 조 단위 투자가 이뤄진 미국 공장이 가동 중단될 수 있다는 뜻이다.,소송 악재,"ITC, 미국, 수입, 금지, 공장, 가동 중단",0,146000,902582,-1.35%,313.77,-1.14%,"1,190.10",0.24%,24.91,3.49%,"3,331.84",-2.78%
2020.09.09,SK이노베이션,"결론을 설계 할 수 없지만 ITC가 SK 혁신이라고 불리는 경우, SK 혁신은 미국에서는 배터리 셀과 같은 관련 부품의 미국에서 금지되어 있습니다.종료 할 수 있습니다.",소송 악재,"ITC, 미국, 수입, 금지, 공장, 가동 중단",0,146000,902582,-1.35%,313.77,-1.14%,"1,190.10",0.24%,24.91,3.49%,"3,331.84",-2.78%
2020.09.09,삼성sdi,현대자동차그룹과 SK그룹이 전기차 배터리 산업 생태계 발전을 위해 손을 잡았다.,실적 호재,"현대자동차, SK그룹, 손",1,429500,281121,-1.38%,313.77,-1.14%,"1,190.10",0.24%,24.91,3.49%,"3,331.84",-2.78%
2020.09.09,삼성sdi,전기차 배터리 재사용 및 재활용 등 다양한 사업 분야에서 협력 체계를 구축하기로 했다고 밝혔다.,실적 호재,"전기차 배터리, 재사용, 재활용, 협력 체계, 구축",1,429500,281121,-1.38%,313.77,-1.14%,"1,190.10",0.24%,24.91,3.49%,"3,331.84",-2.78%
2020.09.09,현대차,현대·기아차와 SK이노베이션은 ▲리스·렌탈 등 전기차 배터리 판매 ▲배터리 관리 서비스 ▲전기차 배터리 재사용 및 재활용 등 전기차 배터리 관련 다양한 사업 분야에서 모빌리티-배터리사 간 협력 체계를 검증해 나갈 계획이라고 8일 밝혔다.,협력사 협업,"협력 체계, 검증, 전기차 배터리",1,167500,1685225,-0.30%,313.77,-1.14%,"1,190.10",0.24%,24.91,3.49%,"3,331.84",-2.78%
2020.09.09,현대차,배터리 공급을 중심으로 했던 기존 모빌리티·배터리 기업 간 협력과 달리 'BaaS(Battery as a Service)'라 불리는 배터리 생애주기를 고려한 선순환에 무게를 둔 것이 이번 협력의 특징이다. 급속 충전을 비롯해 차세대 배터리 기술에 관한 정보를 공유하고 개선점을 찾는 과정에서 배터리 대여·교환 등 새로운 서비스 플랫폼이 등장할 것으로 업계는 기대하고 있다.,협력사 협업,"BAAS, 급속충전, 새로운 서비스, 등장, 기대",1,167500,1685225,-0.30%,313.77,-1.14%,"1,190.10",0.24%,24.91,3.49%,"3,331.84",-2.78%
2020.09.09,현대차,현대·기아자동차와 SK이노베이션이 전기차 배터리 산업 생태계 발전을 위해 협력한다.,협력사 협업,"배터리 산업 생태계, 발전",1,167500,1685225,-0.30%,313.77,-1.14%,"1,190.10",0.24%,24.91,3.49%,"3,331.84",-2.78%
2020.09.09,현대차,현대·기아차와 SK이노베이션이 전기차(EV) 배터리 산업 생태계 발전을 위해 손을 맞잡는다. 배터리 판매부터 재활용까지 배터리 생애주기 전반에 걸쳐 협력 체계를 구축한다는 계획이다,협력사 협업,"배터리 산업 생태계, 발전, 협력체계, 구축",1,167500,1685225,-0.30%,313.77,-1.14%,"1,190.10",0.24%,24.91,3.49%,"3,331.84",-2.78%
2020.09.09,현대차,"현대·기아차와 SK이노베이션은 리스·렌탈 등 전기차 배터리 판매, 전기차 배터리 재사용 및 재활용 등 다양한 사업 분야에서 협업한다고 8일 밝혔다.",협력사 협업,"협업, 전기차 배터리 판매, 재사용, 재활용",1,167500,1685225,-0.30%,313.77,-1.14%,"1,190.10",0.24%,24.91,3.49%,"3,331.84",-2.78%
2020.09.09,현대차,현대·기아차와 SK이노베이션이 미래 모빌리티(운송수단) 산업의 핵심인 전기차 배터리 생태계 발전을 위해 협력하기로 했다.,협력사 협업,"배터리 생태계, 발전, 협력, SK이노베이션",1,167500,1685225,-0.30%,313.77,-1.14%,"1,190.10",0.24%,24.91,3.49%,"3,331.84",-2.78%
2020.09.09,현대차,"K바이오’, ‘K뉴딜’ 등 실적 모멘텀을 기대해 볼 만한 기업들에 대한 투자자들의 관심도 커지고 있다.",정부 정책 호재,"투자자, 관심, K뉴딜",1,167500,1685225,-0.30%,313.77,-1.14%,"1,190.10",0.24%,24.91,3.49%,"3,331.84",-2.78%
2020.09.10,LG 화학,"지난달에는 구광모 LG그룹 회장을 LG화학 오창공장에서 만나 리튬황·전고체 배터리 협력 방안 등을 협의했고, 7월에는 최태원 SK그룹 회장을 충남 서산 SK이노베이션 공장에서 만나 리튬메탈 배터리 기술 현황을 공유했다.",배터리 3사 호재,"배터리, 협력, 방안, 기술 현황, 공유",1,713000,541097,2.00%,316.53,0.88%,"1,184.79",-0.45%,24.73,-0.72%,"3,398.96",2.01%
2020.09.10,SK이노베이션,"SK이노베이션이 올 상반기 실적 부진과 특허소송 불확실성에도 불구, 투자자들로부터 3000억원이 넘는 자금을 유치하는 데 성공했다. 전기차 배터리 공장 투자에 필요한 재원을 계획대로 조달해, 큰 사업방향을 밀고 갈 수 있게 됐다.",투자 확대 기대,"실적 부진, 불확실성, 불구, 자금, 유치, 성공",1,158000,1781157,8.22%,316.53,0.88%,"1,184.79",-0.45%,24.73,-0.72%,"3,398.96",2.01%
2020.09.11,LG 화학,"정부가 한국판 그린뉴딜 정책을 추진 중인 가운데 수소 관련 산업과 친환경 모빌리티에 주목해야 한다는 분석이 나왔다. 한국판 그린 뉴딜 관련 종목으로는 DMS, 일진다이아, 미코, 동아화성, 디케이락, 천보, 씨에스윈드, 동화기업, 두산퓨얼셀, LG화학, 한화솔루션, 삼성SDI, 현대차 등을 제시했다.",정부 정책 호재,"친환경 모빌리티, 주목, 한국판 그린 뉴딜",1,705000,361882,-1.12%,316.45,-0.03%,"1,188.11",0.28%,24.88,0.61%,"3,339.19",-1.76%
2020.09.11,LG 화학,"LG화학 미래기술연구센터 혁신전지 프로젝트팀은 1년 6개월 동안 성층권의 환경과 유사한 극한의 환경을 재현해 낮은 온도와 기압에서 리튬-황 배터리 연구를 진행했고, 이를 바탕으로 비행 테스트를 성공적으로 완료할 수 있었다.",기술 호재,"연구, 진행, 테스트, 성공",1,705000,361882,-1.12%,316.45,-0.03%,"1,188.11",0.28%,24.88,0.61%,"3,339.19",-1.76%
2020.09.11,LG 화학,LG화학은 리튬-황 배터리를 앞세워 향후 도래할 전기비행기 시대의 배터리 주도권을 확보한다는 계획이다,기업 성장 기대,"전기비행기, 배터리, 주도권, 확보",1,705000,361882,-1.12%,316.45,-0.03%,"1,188.11",0.28%,24.88,0.61%,"3,339.19",-1.76%
2020.09.11,LG 화학,LG화학이 리튬황 배터리를 활용한 무인기 비행 시험에 국내 최초로 성공했다,기술 호재,"최초, 성공, 리튬황 배터리",1,705000,361882,-1.12%,316.45,-0.03%,"1,188.11",0.28%,24.88,0.61%,"3,339.19",-1.76%
2020.09.11,삼성sdi,정부가 한국판 그린뉴딜 정책을 추진 중인 가운데 수소 관련 산업과 친환경 모빌리티에 주목해야 한다는 분석이 나왔다.,정부 정책 호재,"그린뉴딜, 친환경 모빌리티, 주목",1,429500,207772,-0.12%,316.45,-0.03%,"1,188.11",0.28%,24.88,0.61%,"3,339.19",-1.76%
2020.09.11,현대차,현대자동차는 지속가능한 에너지인 수소의 무한한 가치를 알리기 위해 유럽지역을 시작으로 ‘H2U(Hydrogen to you) 캠페인’을 진행한다고 10일 밝혔다.,공격적 마케팅,"H2U 캠페인, 진행",1,171500,1538378,1.48%,316.45,-0.03%,"1,188.11",0.28%,24.88,0.61%,"3,339.19",-1.76%
2020.09.11,현대차,그린본드를 발행해 정부의 친환경 자동차 정책과 국내 ESG(환경·사회·지배구조) 채권 활성화에 앞장설 방침이다.,ESG 호재,"그린본드, 발행, 채권, 활성화",1,171500,1538378,1.48%,316.45,-0.03%,"1,188.11",0.28%,24.88,0.61%,"3,339.19",-1.76%
2020.09.14,LG 화학,뉴욕증시서 테슬라 주가 이달 들어 25% 급락했지만 한투 글로벌전기차&배터리펀드 수익률은 `플러스`,협력사 악재,"테슬라, 주가, 급락, 수익률",0,712000,327850,0.99%,320.98,1.43%,"1,187.89",-0.02%,25.32,0.36%,"3,340.97",0.05%
2020.09.14,LG 화학,지난달까지 주가가 고공행진했던 테슬라가 이달 들어 25% 급락한 후에도 테슬라를 주요 종목으로 담은 전기차 펀드는 건재하다.,협력사 악재,"테슬라, 급락",0,712000,327850,0.99%,320.98,1.43%,"1,187.89",-0.02%,25.32,0.36%,"3,340.97",0.05%
2020.09.14,LG 화학,뉴욕 주석 Tesla는 이번 달에 25 %까지 급락했습니다.,협력사 악재,"테슬라, 주가, 급락, 수익률",0,712000,327850,0.99%,320.98,1.43%,"1,187.89",-0.02%,25.32,0.36%,"3,340.97",0.05%
2020.09.14,LG 화학,Tesla가 25 %의 테슬라를 밟은 수천 개의 테슬라는 지난 달에 주가가 급락했던 주가가 쌓여있는 주가가있는 주가를 빌려주고 전기 자동차의 주요 주식으로 Tesla를 구축 할 것입니다.,협력사 악재,"테슬라, 급락",0,712000,327850,0.99%,320.98,1.43%,"1,187.89",-0.02%,25.32,0.36%,"3,340.97",0.05%
2020.09.14,SK이노베이션,현대차그룹은 노조와 긴밀히 협의하며 E-GMP로 글로벌 전기차 시장의 선두그룹으로 치고 나갈 태세다. 이 플랫폼은 글로벌 강자인 한국 배터리업체들에게도 전무한 성장 기회가 될 전망이다.,협력사 호재,"E-GMP, 선두그룹, 현대차그룹, 배터리업체들, 성장기회",1,157000,938230,1.95%,320.98,1.43%,"1,187.89",-0.02%,25.32,0.36%,"3,340.97",0.05%
2020.09.14,SK이노베이션,"배터리업계는 각 차수별로 배터리업체들이 조 단위 배터리 공급을 할 수 있을 것으로 본다. 특히 SK이노베이션의 수주 금액이 더 클 것이라는 관측이다. 현대차 전용 E-GMP가 가동하는 첫해인 만큼 인기몰이를 할 수 있고, 협업 노하우 측면에서도 SK이노베이션과 계약이 더 유리할 수 있다.",협력사 호재,"배터리업체들, 공급, E-GMP, 인기몰이, 협업",1,157000,938230,1.95%,320.98,1.43%,"1,187.89",-0.02%,25.32,0.36%,"3,340.97",0.05%
2020.09.14,삼성sdi,뉴욕증시서 테슬라 주가 이달 들어 25% 급락,협력사 악재,"테슬라, 급락",0,436000,305388,1.51%,320.98,1.43%,"1,187.89",-0.02%,25.32,0.36%,"3,340.97",0.05%
2020.09.14,삼성sdi,"뉴욕 주식 Tesla Co., Ltd. 25 %",협력사 악재,"테슬라, 급락",0,436000,305388,1.51%,320.98,1.43%,"1,187.89",-0.02%,25.32,0.36%,"3,340.97",0.05%
2020.09.14,현대차,정부는 10년이 넘은 차량을 폐차·수출하고 승용차를 구입하면(경유차 제외) 개별소비세액의 70%(100만원 한도) 감면해줬다.,정부 정책 호재,"감면, 개별소비세",1,180000,3145262,4.96%,320.98,1.43%,"1,187.89",-0.02%,25.32,0.36%,"3,340.97",0.05%
2020.09.15,삼성sdi,현대차그룹이 내년 상반기에 전기차 전용 플랫폼 'E-GMP'를 가동하며 테슬라 추월에 나선다.,협력사 호재,"E-GMP, 테슬라, 추월",1,452500,410696,3.78%,323.36,0.74%,"1,181.51",-0.54%,26.21,3.52%,"3,383.54",1.27%
2020.09.15,삼성sdi,"대신증권이 14일 삼성SDI에 대해 올해 EV(전기차)향 2차전지가 본격적인 성장구간에 진입한다며 전년 동기대비 성장률은 올해 41%, 2022년 49%, 2023년 31%로 전체 성장을 견인할 것으로 전망했다.",실적 호재,"2차전지, 성장구간, 진입, 성장, 견인, 전망",1,452500,410696,3.78%,323.36,0.74%,"1,181.51",-0.54%,26.21,3.52%,"3,383.54",1.27%
2020.09.15,현대차,지난 2009년 일본 승용차 시장에서 철수한 현대자동차가 수소전기차 넥쏘를 앞세워 일본 친환경차 시장을 노크한다.,실적 호재,"넥쏘, 일본 친환경차",1,179000,2644009,-0.56%,323.36,0.74%,"1,181.51",-0.54%,26.21,3.52%,"3,383.54",1.27%
2020.09.15,현대차,16일 현대차는 최근 넥쏘등 현대차의 친환경차 경쟁력을 알리는 일본어판 홈페이지를 개설했다.,공격적 마케팅,"넥쏘, 경쟁력, 개설",1,179000,2644009,-0.56%,323.36,0.74%,"1,181.51",-0.54%,26.21,3.52%,"3,383.54",1.27%
2020.09.15,현대차,정의선 ‘수석’ 체제로 전환이 이뤄지면서 대내외 경영보폭을 넓히고 있다.,인사개편,"체제, 전환",1,179000,2644009,-0.56%,323.36,0.74%,"1,181.51",-0.54%,26.21,3.52%,"3,383.54",1.27%
2020.09.16,현대차,가스공사는 현대자동차와 '수소사업 경쟁력 확보 및 지속 가능한 수소 인프라 확대'를 위해 업무협약을 체결했다.,정부 정책 호재,"경쟁력, 확보, 수소 인프라, 확대, 업무협약, 체결",1,183500,3401835,2.51%,322.31,-0.32%,"1,179.76",-0.15%,27.48,4.85%,"3,401.20",0.52%
2020.09.16,현대차,글로벌 주요 모터쇼가 코로나19로 줄줄이 취소된 가운데 올해 처음 열리는 중국 베이징 모터쇼에 현대기아차가 참여한다.,기술 공개,"중국 베이징 모터쇼, 참여",1,183500,3401835,2.51%,322.31,-0.32%,"1,179.76",-0.15%,27.48,4.85%,"3,401.20",0.52%
2020.09.16,현대차,현대차는 최근 수년간 중국 시장에서 부진을 면치 못했다. 현대차 중국 판매량은 지난 2016년 114만2000여대에서 지난해 65만여대로 하락세를 보였다.,실적 악재,"중국 판매량, 하락세",0,183500,3401835,2.51%,322.31,-0.32%,"1,179.76",-0.15%,27.48,4.85%,"3,401.20",0.52%
2020.09.16,현대차,"현대는 중국 시장에서 수년간 부진 할 수 없었습니다. 혈통 중국 판매량은 2000 년에 650,000 명, 2000 년부터 2000 년까지 650,000 달러를 보였습니다.",실적 악재,"중국 판매량, 하락세",0,183500,3401835,2.51%,322.31,-0.32%,"1,179.76",-0.15%,27.48,4.85%,"3,401.20",0.52%
2020.09.17,LG 화학,LG화학이 배터리 사업을 분사하기로 했다는 소식이 전해지면서 주가가 16일 일제히 급락했다.,물적 분할 악재,"주가, 급락, 분사",0,645000,3408145,-6.11%,318,-1.34%,"1,172.88",-0.58%,41.14,49.71%,"3,385.49",-0.46%
2020.09.17,LG 화학,16일 배터리 업계에 따르면 LG화학은 코로나19로 인한 단기 실적 악화 가능성이 대두되면서 분사 결정을 보류했으나 지난 2분기 전기차 배터리 부문에서 흑자를 달성하자 분위기가 반전됐다.,물적 분할 악재,"분사 결정, 배터리",0,645000,3408145,-6.11%,318,-1.34%,"1,172.88",-0.58%,41.14,49.71%,"3,385.49",-0.46%
2020.09.17,LG 화학,16일 배터리업계에 따르면 LG화학은 17일 긴급이사회를 열고 전기차 배터리 사업을 담당하고 있는 전지사업부문 분사를 확정할 예정이다.,물적 분할 악재,"배터리, 전지사업부문, 분사, 확정, 예정",0,645000,3408145,-6.11%,318,-1.34%,"1,172.88",-0.58%,41.14,49.71%,"3,385.49",-0.46%
2020.09.17,LG 화학,LG 화학이 배터리 사업을 뿌리려면 16 일에 주가가 급락했습니다.,물적 분할 악재,"주가, 급락, 분사",0,645000,3408145,-6.11%,318,-1.34%,"1,172.88",-0.58%,41.14,49.71%,"3,385.49",-0.46%
2020.09.17,LG 화학,"제 16 건의 배터리 산업에 따르면, LG 화학은 코로나 19로 인한 단기 실적 악화의 가능성이 있지만, 주사 결정을 내리고 있지만, 전기 자동차가 전기 자동차 배터리 분할에서 달성되었을 때 대기가 역전되었다.과거에.",물적 분할 악재,"분사 결정, 배터리",0,645000,3408145,-6.11%,318,-1.34%,"1,172.88",-0.58%,41.14,49.71%,"3,385.49",-0.46%
2020.09.17,LG 화학,"제 16 번의 배터리 산업에 따르면, LG 화학은 17 일에 응급위원회의 응급위원회를 열고 전기 자동차 배터리 사업을 담당하는 스프레이 사업 부문을 확인합니다.",물적 분할 악재,"배터리, 전지사업부문, 분사, 확정, 예정",0,645000,3408145,-6.11%,318,-1.34%,"1,172.88",-0.58%,41.14,49.71%,"3,385.49",-0.46%
2020.09.17,현대차,"현대차는 2025년까지 스위스에 총 1600대를 추가로 공급할 예정이다. 특히 스위스 수출을 시작으로 독일과 네덜란드, 오스트리아, 노르웨이 등 유럽 전역으로 공급 지역을 확대키로 했다.",산업 성장 기대,"추락, 공급, 예정, 공급지역, 확대",1,184000,4383978,0.27%,318,-1.34%,"1,172.88",-0.58%,41.14,49.71%,"3,385.49",-0.46%
